CustomerID,Recency,Frequency,Monetary,AvgOrderValue,AvgItemsPerOrder,UniqueProducts,ActiveDays,PurchaseSpan,AvgDaysBetweenOrders,TopCountry,CustomerValueScore,LoyaltyScore,SpendIntensity,Cluster,SegmentName
12365,291,2,641.38,320.69,87.0,22,2,0,0.0,Cyprus,311.59,0.00684931506849315,641.38,3,⚠️ At Risk Customers
12367,4,1,168.9,168.9,173.0,11,1,0,0.0,Denmark,94.05,0.2,168.9,3,⚠️ At Risk Customers
12370,51,4,3541.94,885.4849999999999,588.0,143,4,309,1.8666666666666667,Cyprus,1805.8700000000001,0.07692307692307693,11.425612903225806,0,🌱 Potential Customers
12371,45,2,1887.96,943.98,295.5,63,2,14,0.22580645161290322,Switzerland,959.48,0.043478260869565216,125.864,3,⚠️ At Risk Customers
12372,72,3,1298.04,432.68,264.6666666666667,34,3,224,4.392156862745098,Denmark,671.8199999999999,0.0410958904109589,5.769066666666666,0,🌱 Potential Customers
12373,311,1,364.6,364.6,197.0,14,1,0,0.0,Austria,161.20000000000002,0.003205128205128205,364.6,3,⚠️ At Risk Customers
12374,25,1,742.9300000000001,742.9300000000001,342.0,33,1,0,0.0,Austria,378.96500000000003,0.038461538461538464,742.9300000000001,1,🏆 High Value Customers
12375,11,2,457.5,228.75,89.0,14,2,87,5.4375,Finland,247.65,0.16666666666666666,5.198863636363637,3,⚠️ At Risk Customers
12377,315,2,1628.12,814.06,472.0,72,2,39,0.5131578947368421,Switzerland,802.56,0.006329113924050633,40.702999999999996,3,⚠️ At Risk Customers
12378,130,1,4008.62,4008.62,2529.0,219,1,0,0.0,Switzerland,2001.31,0.007633587786259542,4008.62,1,🏆 High Value Customers
12379,82,2,852.24,426.12,203.5,39,2,88,2.2564102564102564,Belgium,437.92,0.024096385542168676,9.575730337078651,3,⚠️ At Risk Customers
12380,22,4,2724.81,681.2025000000001,281.75,77,4,164,1.5728155339805825,Belgium,1400.205,0.17391304347826086,16.514,0,🌱 Potential Customers
12381,5,5,1845.31,369.062,161.6,70,5,115,1.313953488372093,Norway,972.155,0.8333333333333334,15.907844827586207,0,🌱 Potential Customers
12383,185,5,1850.56,370.11199999999997,306.4,84,5,167,1.683673469387755,Belgium,956.78,0.026881720430107527,11.015238095238095,0,🌱 Potential Customers
12384,29,2,585.27,292.635,63.0,26,2,92,3.5384615384615383,Switzerland,309.735,0.06666666666666667,6.293225806451613,3,⚠️ At Risk Customers
12386,338,2,401.9,200.95,177.0,10,2,29,3.2222222222222223,Australia,187.14999999999998,0.0058997050147492625,13.396666666666667,3,⚠️ At Risk Customers
12388,16,6,2780.66,463.4433333333333,243.66666666666666,57,6,311,3.121212121212121,Australia,1448.73,0.35294117647058826,8.912371794871794,0,🌱 Potential Customers
12390,80,1,549.84,549.84,353.0,32,1,0,0.0,Belgium,276.92,0.012345679012345678,549.84,3,⚠️ At Risk Customers
12391,22,1,439.66,439.66,293.0,92,1,0,0.0,Cyprus,227.63000000000002,0.043478260869565216,439.66,3,⚠️ At Risk Customers
12393,72,4,1582.6000000000001,395.65,204.0,47,4,260,4.111111111111111,Australia,824.1,0.0547945205479452,6.06360153256705,0,🌱 Potential Customers
12394,64,2,1272.48,636.24,409.5,26,2,153,5.884615384615385,Belgium,649.84,0.03076923076923077,8.262857142857143,0,🌱 Potential Customers
12395,19,12,3018.63,251.5525,176.5,91,12,351,2.232258064516129,Belgium,1627.415,0.6,8.57565340909091,0,🌱 Potential Customers
12397,36,2,2409.9,1204.9499999999998,631.5,110,2,99,0.792,Belgium,1221.3500000000001,0.05405405405405406,24.099,1,🏆 High Value Customers
12398,46,1,1635.6599999999999,1635.6599999999999,1394.0,85,1,0,0.0,Switzerland,823.2299999999999,0.02127659574468085,1635.6599999999999,1,🏆 High Value Customers
12399,119,4,1108.65,277.1625,294.5,47,4,142,2.4482758620689653,Belgium,582.4250000000001,0.03333333333333333,7.752797202797203,0,🌱 Potential Customers
12401,303,1,84.3,84.3,11.0,5,1,0,0.0,Belgium,21.849999999999998,0.003289473684210526,84.3,3,⚠️ At Risk Customers
12402,323,1,225.6,225.6,94.0,11,1,0,0.0,Belgium,90.5,0.0030864197530864196,225.6,3,⚠️ At Risk Customers
12403,50,1,427.7,427.7,96.0,5,1,0,0.0,Denmark,218.85,0.0196078431372549,427.7,3,⚠️ At Risk Customers
12405,149,1,1710.39,1710.39,857.0,54,1,0,0.0,Finland,850.2950000000001,0.006666666666666667,1710.39,1,🏆 High Value Customers
12406,22,2,3415.3,1707.65,909.0,92,2,161,1.5480769230769231,Denmark,1725.45,0.08695652173913043,21.0820987654321,1,🏆 High Value Customers
12407,50,5,1708.1200000000001,341.62399999999997,283.2,57,5,214,2.789473684210526,Belgium,899.0600000000001,0.09803921568627451,7.9447441860465124,0,🌱 Potential Customers
12408,33,5,2888.55,577.71,281.8,81,5,227,2.173076923076923,Belgium,1490.9750000000001,0.14705882352941177,12.669078947368423,0,🌱 Potential Customers
12409,79,3,11072.67,3690.89,1850.3333333333333,91,3,103,0.9537037037037037,Switzerland,5558.435,0.0375,106.46798076923076,1,🏆 High Value Customers
12410,309,2,693.3299999999999,346.66499999999996,105.5,26,2,0,0.0,Switzerland,335.765,0.0064516129032258064,693.3299999999999,3,⚠️ At Risk Customers
12412,75,3,1226.88,408.96000000000004,276.3333333333333,43,3,94,1.55,Denmark,635.94,0.039473684210526314,12.914526315789475,3,⚠️ At Risk Customers
12413,67,3,758.1,252.70000000000002,95.33333333333333,29,3,270,7.27027027027027,France,402.35,0.04411764705882353,2.797416974169742,0,🌱 Potential Customers
12414,217,3,562.41,187.47,100.0,16,3,93,5.411764705882353,Austria,289.505,0.013761467889908258,5.983085106382978,3,⚠️ At Risk Customers
12415,24,21,124914.53,5948.310952380953,3684.4761904761904,444,20,313,0.42496493688639553,Australia,62664.865,0.8,397.816974522293,2,💎 Premium Customers
12417,3,9,3649.1,405.4555555555555,172.44444444444446,158,9,354,1.8324607329842932,Belgium,1914.25,2.25,10.279154929577464,0,🌱 Potential Customers
12418,113,1,668.58,668.58,407.0,34,1,0,0.0,Switzerland,332.99,0.008771929824561403,668.58,3,⚠️ At Risk Customers
12420,64,1,600.39,600.39,345.0,29,1,0,0.0,Cyprus,303.795,0.015384615384615385,600.39,3,⚠️ At Risk Customers
12421,16,4,807.04,201.76,121.0,32,4,303,6.840909090909091,Spain,441.91999999999996,0.23529411764705882,2.654736842105263,0,🌱 Potential Customers
12422,96,3,803.5600000000001,267.8533333333333,123.33333333333333,39,3,229,6.0,Australia,422.18,0.030927835051546393,3.4937391304347827,0,🌱 Potential Customers
12423,1,8,1859.31,232.41375,167.375,97,8,352,2.814516129032258,Belgium,1009.555,4.0,5.267167138810198,0,🌱 Potential Customers
12424,163,2,1760.96,880.4800000000001,370.0,30,1,0,0.0,Australia,884.1800000000001,0.006097560975609756,1760.96,1,🏆 High Value Customers
12425,78,1,777.2,777.2,496.0,36,1,0,0.0,Portugal,390.8,0.012658227848101266,777.2,1,🏆 High Value Customers
12426,195,1,582.73,582.73,258.0,30,1,0,0.0,Germany,281.865,0.00510204081632653,582.73,3,⚠️ At Risk Customers
12427,22,3,825.8,275.26666666666665,177.66666666666666,26,3,349,11.633333333333333,Germany,440.7,0.13043478260869565,2.3594285714285714,0,🌱 Potential Customers
12428,26,9,7956.46,884.0511111111111,392.8888888888889,258,9,257,0.8703071672354948,Finland,4065.63,0.3333333333333333,30.838992248062016,0,🌱 Potential Customers
12429,9,4,3750.4,937.6,389.25,82,4,356,3.6979166666666665,Denmark,1914.3,0.4,10.50532212885154,0,🌱 Potential Customers
12430,43,1,256.4,256.4,117.0,11,1,0,0.0,Norway,133.89999999999998,0.022727272727272728,256.4,3,⚠️ At Risk Customers
12431,36,15,6419.95,427.99666666666667,193.06666666666666,163,15,338,1.4248927038626609,Australia,3356.375,0.40540540540540543,18.937905604719763,0,🌱 Potential Customers
12432,43,5,5059.32,1011.8639999999999,360.2,107,5,129,1.1962616822429906,Norway,2575.3599999999997,0.11363636363636363,38.91784615384615,0,🌱 Potential Customers
12433,1,7,13375.87,1910.8385714285716,1581.5714285714287,219,7,372,0.883054892601432,Norway,6757.835,3.5,35.86024128686327,2,💎 Premium Customers
12434,85,2,806.14,403.07,197.0,46,2,175,3.5714285714285716,Australia,414.57,0.023255813953488372,4.580340909090909,0,🌱 Potential Customers
12435,80,2,7829.89,3914.945,1027.5,31,2,188,5.371428571428571,Denmark,3926.945,0.024691358024691357,41.42798941798942,1,🏆 High Value Customers
12436,100,1,509.01,509.01,211.0,16,1,0,0.0,Norway,254.505,0.009900990099009901,509.01,3,⚠️ At Risk Customers
12437,2,18,4951.41,275.0783333333333,162.33333333333334,118,18,329,1.6262626262626263,France,2655.505,6.0,15.004272727272728,2,💎 Premium Customers
12438,14,2,2906.85,1453.425,590.0,84,2,125,1.288659793814433,Norway,1472.0249999999999,0.13333333333333333,23.070238095238093,1,🏆 High Value Customers
12441,367,1,173.55,173.55,121.0,11,1,0,0.0,France,60.075,0.002717391304347826,173.55,3,⚠️ At Risk Customers
12442,3,1,172.06,172.06,182.0,12,1,0,0.0,Spain,95.73,0.25,172.06,3,⚠️ At Risk Customers
12444,21,5,5005.46,1001.092,230.6,138,5,149,0.8514285714285714,Norway,2550.63,0.22727272727272727,33.369733333333336,0,🌱 Potential Customers
12445,22,1,133.4,133.4,62.0,4,1,0,0.0,Spain,74.5,0.043478260869565216,133.4,3,⚠️ At Risk Customers
12446,58,1,1002.3100000000001,1002.3100000000001,351.0,57,1,0,0.0,RSA,505.355,0.01694915254237288,1002.3100000000001,1,🏆 High Value Customers
12447,243,1,476.49,476.49,190.0,26,1,0,0.0,Belgium,223.945,0.004098360655737705,476.49,3,⚠️ At Risk Customers
12448,44,1,449.45,449.45,243.0,22,1,0,0.0,Spain,230.325,0.022222222222222223,449.45,3,⚠️ At Risk Customers
12449,22,4,4067.29,1016.8225,388.25,118,4,164,0.8578947368421053,Belgium,2071.445,0.17391304347826086,24.650242424242425,0,🌱 Potential Customers
12450,156,2,197.88,98.94,64.0,7,2,17,2.4285714285714284,Spain,103.34,0.012738853503184714,10.993333333333332,3,⚠️ At Risk Customers
12451,11,5,9035.52,1807.104,1315.0,265,5,313,0.8810198300283286,Switzerland,4566.66,0.4166666666666667,28.775541401273887,1,🏆 High Value Customers
12452,17,2,430.57,215.285,92.5,21,2,0,0.0,Switzerland,233.585,0.1111111111111111,430.57,3,⚠️ At Risk Customers
12453,134,1,707.09,707.09,473.0,43,1,0,0.0,Austria,350.14500000000004,0.007407407407407408,707.09,1,🏆 High Value Customers
12454,56,1,3528.34,3528.34,1006.0,15,1,0,0.0,Spain,1768.5700000000002,0.017543859649122806,3528.34,1,🏆 High Value Customers
12455,73,6,2466.86,411.1433333333334,348.1666666666667,85,6,223,2.4831460674157304,Spain,1286.13,0.08108108108108109,11.012767857142858,0,🌱 Potential Customers
12456,44,3,3181.04,1060.3466666666666,544.3333333333334,105,3,210,1.685483870967742,Switzerland,1616.12,0.06666666666666667,15.07601895734597,0,🌱 Potential Customers
12457,66,7,2363.23,337.6042857142857,120.42857142857143,53,7,172,2.7704918032786887,Switzerland,1245.015,0.1044776119402985,13.660289017341041,0,🌱 Potential Customers
12458,71,2,947.4,473.70000000000005,253.0,35,2,213,5.756756756756757,Switzerland,486.59999999999997,0.027777777777777776,4.427102803738317,0,🌱 Potential Customers
12461,94,2,826.88,413.44,143.5,35,2,60,1.7647058823529411,Switzerland,424.04,0.021052631578947368,13.555409836065573,3,⚠️ At Risk Customers
12462,19,2,1189.59,594.7950000000001,268.0,51,2,284,4.655737704918033,Spain,612.895,0.1,4.1739999999999995,0,🌱 Potential Customers
12463,53,4,1344.78,336.195,194.0,65,4,188,2.268292682926829,Belgium,707.09,0.07407407407407407,7.115238095238095,0,🌱 Potential Customers
12464,10,8,1212.05,151.50625,14.0,6,8,299,10.571428571428571,Belgium,685.025,0.7272727272727273,4.040166666666667,0,🌱 Potential Customers
12465,17,2,742.1899999999999,371.095,239.5,46,2,152,3.3043478260869565,Belgium,389.395,0.1111111111111111,4.850915032679739,0,🌱 Potential Customers
12468,188,2,729.5400000000001,364.77000000000004,183.0,36,2,128,3.4594594594594597,Germany,365.97,0.010582010582010581,5.655348837209303,3,⚠️ At Risk Customers
12471,2,30,19788.65,659.6216666666667,273.3333333333333,150,30,362,0.7707423580786026,Germany,10194.125,10.0,54.5141873278237,2,💎 Premium Customers
12472,32,7,6572.11,938.8728571428572,592.5714285714286,219,7,336,0.9881656804733728,Germany,3352.855,0.21212121212121213,19.501810089020772,0,🌱 Potential Customers
12473,29,5,3928.0499999999997,785.61,482.8,140,5,162,0.9698795180722891,Germany,2011.1249999999998,0.16666666666666666,24.09846625766871,0,🌱 Potential Customers
12474,17,18,7324.09,406.8938888888889,268.5,253,18,312,0.7197149643705463,Germany,3840.3450000000003,1.0,23.39964856230032,2,💎 Premium Customers
12475,54,1,723.38,723.38,535.0,36,1,0,0.0,Germany,366.29,0.01818181818181818,723.38,1,🏆 High Value Customers
12476,16,11,6816.42,619.6745454545454,218.9090909090909,177,11,345,1.4698275862068966,Germany,3516.61,0.6470588235294118,19.70063583815029,0,🌱 Potential Customers
12477,23,6,13219.74,2203.29,608.8333333333334,191,6,278,0.9264214046822743,Germany,6667.57,0.25,47.38258064516129,2,💎 Premium Customers
12478,4,1,680.99,680.99,236.0,36,1,0,0.0,Greece,350.095,0.2,680.99,3,⚠️ At Risk Customers
12479,11,1,527.2,527.2,385.0,31,1,0,0.0,Germany,272.5,0.08333333333333333,527.2,3,⚠️ At Risk Customers
12480,28,4,3281.63,820.4075,426.75,129,4,307,2.0065359477124183,Germany,1678.015,0.13793103448275862,10.654642857142857,0,🌱 Potential Customers
12481,23,10,5579.82,557.9820000000001,329.4,150,10,342,1.5767441860465117,Germany,2887.6099999999997,0.4166666666666667,16.267696793002916,0,🌱 Potential Customers
12483,17,8,2484.98,310.6225,138.75,46,8,322,4.283783783783784,Sweden,1320.79,0.4444444444444444,7.69343653250774,0,🌱 Potential Customers
12484,33,6,4527.32,754.5533333333333,364.5,256,6,303,0.8801169590643275,Spain,2320.3599999999997,0.17647058823529413,14.892499999999998,0,🌱 Potential Customers
12488,10,3,1298.66,432.8866666666667,176.33333333333334,46,3,65,1.2037037037037037,France,678.33,0.2727272727272727,19.67666666666667,0,🌱 Potential Customers
12489,336,1,334.93,334.93,105.0,15,1,0,0.0,France,143.865,0.002967359050445104,334.93,3,⚠️ At Risk Customers
12490,5,10,5417.93,541.793,306.4,131,10,324,1.3155737704918034,France,2808.465,1.6666666666666667,16.670553846153847,0,🌱 Potential Customers
12491,39,1,460.40000000000003,460.40000000000003,260.0,25,1,0,0.0,France,236.3,0.025,460.40000000000003,3,⚠️ At Risk Customers
12492,63,2,263.21000000000004,131.60500000000002,96.0,19,2,42,2.210526315789474,Germany,145.305,0.03125,6.121162790697675,3,⚠️ At Risk Customers
12493,166,2,433.74,216.87,103.5,20,2,31,1.4761904761904763,France,220.27,0.011976047904191617,13.554375,3,⚠️ At Risk Customers
12494,16,7,1246.1000000000001,178.01428571428573,101.0,63,7,349,4.552631578947368,France,691.45,0.4117647058823529,3.5602857142857145,0,🌱 Potential Customers
12497,82,1,1043.1,1043.1,1236.0,14,1,0,0.0,Germany,523.3499999999999,0.012048192771084338,1043.1,1,🏆 High Value Customers
12498,21,3,403.70000000000005,134.56666666666666,53.0,21,3,36,1.6363636363636365,Germany,229.75000000000003,0.13636363636363635,10.910810810810812,3,⚠️ At Risk Customers
12500,23,11,4257.82,387.07454545454544,243.45454545454547,34,11,310,5.116666666666666,Germany,2236.6099999999997,0.4583333333333333,13.690739549839227,0,🌱 Potential Customers
12501,337,1,2169.39,2169.39,1783.0,149,1,0,0.0,Germany,1060.995,0.0029585798816568047,2169.39,1,🏆 High Value Customers
12502,96,5,3723.87,744.774,164.0,102,5,214,1.4589041095890412,Spain,1902.335,0.05154639175257732,17.32032558139535,0,🌱 Potential Customers
12504,18,2,482.04999999999995,241.02499999999998,45.0,6,2,12,1.5,Germany,259.22499999999997,0.10526315789473684,37.08076923076923,3,⚠️ At Risk Customers
12506,233,1,73.5,73.5,23.0,23,1,0,0.0,France,23.45,0.004273504273504274,73.5,3,⚠️ At Risk Customers
12507,134,3,1304.81,434.93666666666667,298.0,19,3,164,8.2,Spain,669.005,0.022222222222222223,7.907939393939394,0,🌱 Potential Customers
12508,26,2,397.88,198.94,135.5,57,2,2,0.029850746268656716,France,216.34,0.07407407407407407,132.62666666666667,3,⚠️ At Risk Customers
12509,284,1,176.5,176.5,55.0,7,1,0,0.0,France,69.85,0.0035087719298245615,176.5,3,⚠️ At Risk Customers
12510,143,2,982.5699999999999,491.28499999999997,176.5,29,2,182,5.6875,Spain,496.98499999999996,0.013888888888888888,5.369234972677595,0,🌱 Potential Customers
12512,66,2,132.18,66.09,48.0,31,2,0,0.0,Israel,79.49000000000001,0.029850746268656716,132.18,3,⚠️ At Risk Customers
12513,113,1,612.29,612.29,462.0,35,1,0,0.0,France,304.84499999999997,0.008771929824561403,612.29,3,⚠️ At Risk Customers
12514,267,1,1017.68,1017.68,440.0,51,1,0,0.0,Italy,492.13999999999993,0.0037313432835820895,1017.68,1,🏆 High Value Customers
12515,353,1,383.7,383.7,131.0,16,1,0,0.0,Italy,166.54999999999998,0.002824858757062147,383.7,3,⚠️ At Risk Customers
12516,78,2,1312.06,656.03,437.5,20,2,102,4.08,Germany,668.23,0.02531645569620253,12.738446601941748,0,🌱 Potential Customers
12517,28,5,2481.6,496.32,272.2,232,5,161,0.5755395683453237,Germany,1288.0,0.1724137931034483,15.318518518518518,0,🌱 Potential Customers
12518,1,5,2056.89,411.378,263.6,84,5,109,0.8780487804878049,Germany,1078.345,2.5,18.698999999999998,0,🌱 Potential Customers
12519,64,1,330.84,330.84,175.0,17,1,0,0.0,Germany,169.01999999999998,0.015384615384615385,330.84,3,⚠️ At Risk Customers
12520,79,5,2634.26,526.8520000000001,287.8,121,5,194,1.2781456953642385,Germany,1359.23,0.0625,13.509025641025643,0,🌱 Potential Customers
12521,143,1,599.68,599.68,309.0,38,1,0,0.0,Germany,295.53999999999996,0.006944444444444444,599.68,3,⚠️ At Risk Customers
12522,39,2,192.72,96.36,97.0,11,2,12,1.0909090909090908,Germany,112.46,0.05,14.824615384615385,3,⚠️ At Risk Customers
12523,19,11,1789.77,162.70636363636365,78.63636363636364,84,11,312,2.933333333333333,France,1002.985,0.55,5.7181150159744405,0,🌱 Potential Customers
12524,9,8,4485.72,560.7149999999999,462.375,113,8,324,2.2447552447552446,Germany,2321.96,0.8,13.802215384615385,0,🌱 Potential Customers
12526,1,3,1316.66,438.8866666666666,210.66666666666666,64,3,93,1.3285714285714285,Germany,688.23,1.5,14.007021276595745,0,🌱 Potential Customers
12527,82,3,348.71000000000004,116.23666666666668,78.0,18,3,243,14.294117647058824,Germany,196.15500000000003,0.03614457831325301,1.4291393442622953,0,🌱 Potential Customers
12528,9,6,1933.48,322.24666666666667,126.0,50,6,303,3.318681318681319,Germany,1025.84,0.6,6.360131578947368,0,🌱 Potential Customers
12530,60,4,1662.28,415.57,228.25,51,4,277,4.246153846153846,Germany,865.14,0.06557377049180328,5.979424460431654,0,🌱 Potential Customers
12531,15,1,125.22,125.22,45.0,17,1,0,0.0,Germany,71.11,0.0625,125.22,3,⚠️ At Risk Customers
12532,30,1,349.83000000000004,349.83000000000004,153.0,16,1,0,0.0,France,181.91500000000002,0.03225806451612903,349.83000000000004,3,⚠️ At Risk Customers
12534,131,1,1089.18,1089.18,651.0,63,1,0,0.0,Germany,541.49,0.007575757575757576,1089.18,1,🏆 High Value Customers
12535,92,2,716.35,358.17499999999995,109.5,28,2,94,2.8484848484848486,France,368.975,0.021505376344086023,7.5405263157894735,3,⚠️ At Risk Customers
12536,43,3,12601.830000000002,4200.610000000001,934.3333333333334,260,3,15,0.057692307692307696,France,6326.615000000001,0.06818181818181818,787.6143750000001,1,🏆 High Value Customers
12538,29,1,363.95,363.95,191.0,21,1,0,0.0,Spain,189.075,0.03333333333333333,363.95,3,⚠️ At Risk Customers
12539,22,4,5568.35,1392.0875,516.75,157,4,311,1.1397058823529411,Spain,2821.9750000000004,0.17391304347826086,17.847275641025643,0,🌱 Potential Customers
12540,20,17,13400.24,788.2494117647059,393.2352941176471,277,17,342,0.70020964360587,Spain,6868.12,0.8095238095238095,39.06775510204081,2,💎 Premium Customers
12541,30,3,981.18,327.06,226.66666666666666,46,3,251,4.901960784313726,Spain,517.5899999999999,0.0967741935483871,3.8935714285714282,0,🌱 Potential Customers
12544,36,1,372.7,372.7,136.0,19,1,0,0.0,Spain,192.75,0.02702702702702703,372.7,3,⚠️ At Risk Customers
12545,75,2,1000.39,500.195,261.5,42,2,184,3.7551020408163267,Spain,512.6949999999999,0.02631578947368421,5.407513513513513,0,🌱 Potential Customers
12546,47,2,1161.5,580.75,316.5,59,2,31,0.45588235294117646,Spain,596.05,0.041666666666666664,36.296875,3,⚠️ At Risk Customers
12547,198,2,207.79999999999998,103.9,67.0,7,2,82,11.714285714285714,Spain,104.1,0.010050251256281407,2.503614457831325,3,⚠️ At Risk Customers
12548,166,1,95.19999999999999,95.19999999999999,49.0,5,1,0,0.0,Spain,40.99999999999999,0.005988023952095809,95.19999999999999,3,⚠️ At Risk Customers
12550,79,1,964.83,964.83,569.0,57,1,0,0.0,Spain,484.51500000000004,0.0125,964.83,1,🏆 High Value Customers
12551,358,1,168.0,168.0,100.0,10,1,0,0.0,Spain,58.199999999999996,0.002785515320334262,168.0,3,⚠️ At Risk Customers
12552,39,2,437.82,218.91,44.0,20,2,0,0.0,Italy,235.01,0.05,437.82,3,⚠️ At Risk Customers
12553,8,10,3692.28,369.22799999999995,196.5,95,10,321,1.668421052631579,France,1945.3400000000001,1.1111111111111112,11.466708074534163,0,🌱 Potential Customers
12556,50,2,599.56,299.78,177.5,100,2,100,0.847457627118644,Spain,314.78,0.0392156862745098,5.936237623762375,0,🌱 Potential Customers
12557,16,5,11990.960000000001,2398.192,876.8,15,5,355,11.03125,Spain,6043.88,0.29411764705882354,33.68247191011236,1,🏆 High Value Customers
12558,8,1,269.96,269.96,196.0,11,1,0,0.0,USA,144.17999999999998,0.1111111111111111,269.96,3,⚠️ At Risk Customers
12559,311,2,561.71,280.855,141.5,21,2,8,0.4,Germany,269.755,0.00641025641025641,62.412222222222226,3,⚠️ At Risk Customers
12560,5,3,2134.01,711.3366666666667,370.0,91,3,137,1.3076923076923077,Germany,1096.505,0.5,15.463840579710146,0,🌱 Potential Customers
12561,303,1,238.85,238.85,177.0,16,1,0,0.0,Germany,99.12500000000001,0.003289473684210526,238.85,3,⚠️ At Risk Customers
12562,8,7,3781.7400000000002,540.2485714285714,254.14285714285714,99,7,190,1.125748502994012,France,1960.0700000000002,0.7777777777777778,19.79968586387435,0,🌱 Potential Customers
12564,261,1,456.9,456.9,133.0,21,1,0,0.0,France,212.35,0.003816793893129771,456.9,3,⚠️ At Risk Customers
12565,289,1,145.92,145.92,80.0,9,1,0,0.0,Saudi Arabia,54.05999999999999,0.0034482758620689655,145.92,3,⚠️ At Risk Customers
12566,86,1,351.65,351.65,265.0,19,1,0,0.0,Germany,177.225,0.011494252873563218,351.65,3,⚠️ At Risk Customers
12567,23,10,9401.28,940.128,430.5,323,10,346,0.7707865168539326,France,4798.34,0.4166666666666667,27.093025936599425,2,💎 Premium Customers
12569,2,32,4124.69,128.89656250000002,56.28125,92,30,250,1.267379679144385,Germany,2382.145,10.0,16.433027888446215,2,💎 Premium Customers
12571,40,2,519.61,259.805,261.5,31,2,81,2.4545454545454546,France,275.805,0.04878048780487805,6.336707317073171,3,⚠️ At Risk Customers
12572,9,2,1020.42,510.21000000000004,226.0,53,2,43,0.7288135593220338,Germany,529.3100000000001,0.2,23.191363636363636,3,⚠️ At Risk Customers
12573,227,1,160.54000000000002,160.54000000000002,84.0,26,1,0,0.0,France,67.57000000000001,0.0043859649122807015,160.54000000000002,3,⚠️ At Risk Customers
12574,316,1,218.45,218.45,61.0,11,1,0,0.0,France,87.625,0.0031545741324921135,218.45,3,⚠️ At Risk Customers
12576,36,5,1315.83,263.166,193.4,72,5,268,3.0804597701149423,Poland,704.3149999999999,0.13513513513513514,4.8915613382899625,0,🌱 Potential Customers
12577,35,3,626.6,208.86666666666667,156.33333333333334,137,3,323,2.2275862068965515,France,339.8,0.08333333333333333,1.9339506172839507,0,🌱 Potential Customers
12578,21,2,2794.51,1397.255,598.0,111,2,308,2.725663716814159,Italy,1415.1550000000002,0.09090909090909091,9.043721682847897,0,🌱 Potential Customers
12579,78,1,440.42,440.42,285.0,29,1,0,0.0,France,222.41,0.012658227848101266,440.42,3,⚠️ At Risk Customers
12580,247,1,415.7,415.7,238.0,24,1,0,0.0,Germany,193.14999999999998,0.004032258064516129,415.7,3,⚠️ At Risk Customers
